SubscriberID,FullName,Email,Region,Plan,SignupDate,RenewalDate,TenureDays,OnboardingScore,HasNegativeTicketPreRenewal,Cancelled,TotalOrders,TotalSpent,AvgOrderValue,NumSupportTickets,NumNegativeTickets,DaysBeforeRenewalLastNegativeTicket
S-15331,Michael Freeman,daviskyle@example.net,South,Monthly Plus,2025-12-06,2026-08-29,287,56.1,False,False,10,546.07,54.61,0,0,
S-15332,Bryan Myers,hannakimberly@example.org,Midwest,Monthly Plus,2024-09-28,2026-09-08,721,70.7,False,True,22,1098.54,49.93,2,1,
S-15333,Patricia Mckee,michelle58@example.net,Northeast,Monthly Plus,2024-11-06,2026-08-25,682,60.7,False,False,23,1221.45,53.11,4,0,
S-15334,Michelle Roberts,dawn01@example.net,Northeast,Monthly Essentials,2024-11-12,2026-08-24,676,61.5,True,False,22,1164.72,52.94,3,1,40.0
S-15335,Matthew Harper,jasonsmith@example.com,West,Monthly Plus,2026-02-10,2026-09-07,221,100.0,True,False,8,420.94,52.62,3,2,85.0
S-15336,Ashley Boyd,sullivanalfred@example.net,Northeast,Monthly Essentials,2026-07-25,2026-08-27,56,73.1,False,False,1,51.98,51.98,0,0,
S-15337,John Bailey,hcosta@example.net,West,Monthly Essentials,2026-03-25,2026-09-14,178,50.4,False,False,6,298.14,49.69,0,0,
S-15338,Candice Briggs,wkennedy@example.org,Northeast,Monthly Essentials,2025-04-02,2026-09-05,535,72.7,False,False,18,973.74,54.1,2,1,18.0
S-15339,Brandon Myers,dorothynunez@example.net,West,Monthly Essentials,2025-07-08,2026-09-13,438,69.7,False,False,15,799.39,53.29,3,0,
S-15340,Diane Gonzalez,ireed@example.net,West,Quarterly Bundle,2026-04-14,2026-08-23,158,100.0,False,False,3,166.11,55.37,2,0,
S-15341,Kristin Blake,kmueller@example.org,Midwest,Monthly Essentials,2025-02-06,2026-08-23,590,68.0,False,False,20,1023.86,51.19,6,1,
S-15342,Aaron Bruce,bmiller@example.org,West,Monthly Essentials,2025-06-01,2026-09-08,475,47.2,False,False,16,828.43,51.78,2,1,
S-15343,Michael Perez,sbennett@example.org,Northeast,Monthly Plus,2025-03-22,2026-08-25,546,71.1,False,False,17,855.71,50.34,3,0,
S-15344,Richard Sharp,lwilson@example.com,Midwest,Monthly Essentials,2025-07-27,2026-09-14,419,88.1,False,False,14,735.31,52.52,2,0,
S-15345,Gabrielle Brown,michael55@example.org,West,Monthly Essentials,2024-12-20,2026-09-10,638,97.6,False,False,21,1084.01,51.62,2,0,
S-15346,Tonya Williams,whitneyjennifer@example.com,Northeast,Monthly Essentials,2025-06-30,2026-08-22,446,68.5,False,False,14,710.19,50.73,1,1,
S-15347,Craig Edwards,derek72@example.net,Northeast,Monthly Essentials,2024-10-12,2026-08-29,707,88.7,False,False,21,1123.95,53.52,1,0,
S-15348,Jason Davis,cunninghamshelby@example.com,Midwest,Monthly Essentials,2026-01-05,2026-09-06,257,98.9,False,False,6,328.27,54.71,1,0,
S-15349,Matthew Wilson,cortega@example.org,Northeast,Monthly Plus,2025-05-19,2026-08-31,488,75.4,False,False,17,884.13,52.01,3,2,
S-15350,Craig Smith,daniel06@example.org,Midwest,Monthly Plus,2026-01-15,2026-08-26,247,92.4,True,False,7,346.68,49.53,2,1,87.0
S-15351,Jack Rogers,donnamiller@example.com,West,Monthly Essentials,2025-12-13,2026-09-02,280,76.1,False,False,10,521.22,52.12,1,0,
S-15352,Joanna Lopez,amysolomon@example.com,West,Monthly Plus,2024-11-20,2026-09-06,668,100.0,False,False,22,1088.44,49.47,0,0,
S-15353,Benjamin Wood,davisjohn@example.com,Midwest,Monthly Essentials,2024-11-19,2026-08-23,669,66.6,False,False,22,1202.73,54.67,4,0,
S-15354,Heather Dunn,angelagriffin@example.net,Midwest,Monthly Plus,2024-12-19,2026-09-17,639,55.2,True,True,22,1231.37,55.97,2,1,19.0
S-15355,Paul Carr,gmontgomery@example.org,Midwest,Monthly Essentials,2026-01-08,2026-09-19,254,75.6,False,False,9,414.4,46.04,2,0,
S-15356,Tina Small,lauriehenderson@example.net,West,Quarterly Bundle,2026-07-14,2026-08-22,67,90.3,True,True,3,139.11,46.37,1,1,11.0
S-15357,Jessica Rodriguez,harringtonsherri@example.com,Midwest,Quarterly Bundle,2026-05-28,2026-08-30,114,35.2,False,True,3,168.42,56.14,0,0,
S-15358,Nathan Copeland,dbennett@example.net,South,Monthly Plus,2026-03-10,2026-08-27,193,59.9,False,True,7,363.38,51.91,1,0,
S-15359,Janet Rivera,peterssandra@example.org,South,Monthly Essentials,2026-02-02,2026-09-05,229,61.4,True,True,8,380.74,47.59,3,1,10.0
S-15360,Angela Camacho,john99@example.net,Northeast,Monthly Essentials,2025-12-10,2026-09-01,283,61.4,False,False,10,479.63,47.96,0,0,
S-15361,John Smith,xavierwilson@example.org,Midwest,Monthly Essentials,2025-03-19,2026-08-25,549,65.9,False,False,16,902.94,56.43,2,0,
S-15362,Lori Duran,kingallison@example.org,Midwest,Monthly Plus,2025-10-14,2026-08-22,340,33.6,False,True,10,488.23,48.82,1,0,
S-15363,Gavin Smith,sheilachambers@example.net,West,Monthly Essentials,2024-12-23,2026-09-15,635,78.3,True,False,21,1063.97,50.67,6,1,74.0
S-15364,Jennifer Wall,herreratamara@example.net,West,Monthly Essentials,2025-04-12,2026-08-24,525,20.8,False,False,18,957.71,53.21,1,0,
S-15365,Kendra Maxwell,alyssaharris@example.net,Northeast,Quarterly Bundle,2026-06-08,2026-08-31,103,77.9,True,True,1,46.66,46.66,2,1,17.0
S-15366,Sierra Horn,james67@example.org,West,Monthly Essentials,2025-02-01,2026-09-05,595,22.9,False,False,20,1112.65,55.63,3,1,
S-15367,Morgan Weaver,perezrachel@example.com,West,Monthly Essentials,2026-01-24,2026-08-25,238,61.5,False,False,7,354.3,50.61,0,0,
S-15368,Oscar Walsh,lconner@example.org,Northeast,Monthly Essentials,2026-03-07,2026-09-10,196,82.1,True,False,7,357.13,51.02,1,1,72.0
S-15369,Shelby Perkins,navarromark@example.com,South,Monthly Essentials,2025-02-10,2026-09-11,586,59.3,False,False,18,894.37,49.69,1,0,
S-15370,Lauren Johnson,tiffany44@example.com,South,Monthly Plus,2024-10-29,2026-09-05,690,41.9,True,False,21,1073.62,51.12,7,1,81.0
S-15371,Destiny Atkinson,prestonjohn@example.com,Midwest,Monthly Plus,2024-11-16,2026-09-02,672,81.6,False,True,22,1125.85,51.18,1,0,
S-15372,Kaitlin Tran,john55@example.com,Midwest,Monthly Essentials,2025-03-08,2026-09-15,560,14.8,False,False,17,871.46,51.26,3,1,64.0
S-15373,Lee Greene MD,annawhite@example.com,West,Monthly Essentials,2025-08-10,2026-08-29,405,75.8,False,False,12,651.02,54.25,3,3,14.0
S-15374,Mike Robinson,stacie70@example.org,Northeast,Monthly Essentials,2025-09-25,2026-09-19,359,86.2,False,False,12,544.19,45.35,2,0,
S-15375,Madison Miller,nguyenrichard@example.com,South,Quarterly Bundle,2025-07-08,2026-09-08,438,61.6,True,True,12,565.3,47.11,3,2,5.0
S-15376,Vanessa Bradshaw,bryan34@example.org,Northeast,Monthly Plus,2025-09-23,2026-09-08,361,64.1,False,False,12,629.64,52.47,0,0,
S-15377,Jerry Holmes,edwardray@example.net,West,Monthly Plus,2024-09-30,2026-08-26,719,68.3,True,True,21,1095.75,52.18,5,1,84.0
S-15378,Robert Kelley,wjohnson@example.net,Midwest,Monthly Plus,2024-09-19,2026-08-26,730,77.3,False,True,25,1276.52,51.06,8,0,
S-15379,Lauren Ruiz,moorejoseph@example.org,Midwest,Monthly Essentials,2025-11-14,2026-08-27,309,87.8,False,False,8,415.8,51.98,0,0,
S-15380,David Wright,stevenferguson@example.org,Midwest,Monthly Essentials,2025-06-11,2026-09-12,465,98.2,False,False,14,740.38,52.88,3,1,
S-15381,Benjamin Carney,justinlopez@example.net,Northeast,Monthly Plus,2024-12-29,2026-08-28,629,100.0,False,False,19,998.54,52.55,1,0,
S-15382,Mr. Jeffrey Hoffman,gmartinez@example.net,Midwest,Monthly Plus,2025-03-27,2026-08-29,541,77.6,False,False,18,956.88,53.16,1,0,
S-15383,Mrs. Tammy Jackson MD,steven73@example.net,Northeast,Monthly Essentials,2024-10-04,2026-09-19,715,73.3,False,False,24,1118.89,46.62,6,1,
S-15384,Bryan Summers,sarah64@example.com,West,Monthly Essentials,2025-02-10,2026-09-18,586,62.5,True,False,18,895.38,49.74,2,1,85.0
S-15385,Wanda Brown,osbornewilliam@example.com,South,Monthly Essentials,2026-07-19,2026-09-19,62,84.3,False,False,2,114.64,57.32,0,0,
S-15386,Jennifer Hall,smithmiranda@example.net,Midwest,Monthly Essentials,2025-04-11,2026-08-22,526,61.1,True,True,17,922.52,54.27,1,1,65.0
S-15387,Debra Dunn,martinezamy@example.com,Northeast,Monthly Plus,2024-10-13,2026-09-08,706,55.8,True,False,21,1134.32,54.02,3,2,10.0
S-15388,Noah Wu,bbrooks@example.org,Northeast,Monthly Plus,2025-02-25,2026-09-01,571,91.8,True,False,19,970.6,51.08,7,1,61.0
S-15389,Tracy Wu,penny89@example.org,South,Monthly Plus,2026-03-26,2026-09-12,177,59.8,True,False,3,166.52,55.51,4,2,12.0
S-15390,Megan Campbell,ldrake@example.net,Midwest,Monthly Plus,2026-01-26,2026-08-30,236,76.3,True,True,8,407.61,50.95,2,1,4.0
S-15391,Carolyn Jones,josegray@example.net,Northeast,Monthly Essentials,2026-02-24,2026-08-29,207,95.1,False,False,4,206.1,51.52,0,0,
S-15392,Phillip Hamilton,christianelliott@example.net,Northeast,Monthly Essentials,2024-11-07,2026-08-21,681,60.8,True,True,22,1099.78,49.99,4,1,40.0
S-15393,Bradley Hayes,kathrynlawrence@example.org,Northeast,Quarterly Bundle,2025-04-04,2026-08-22,533,60.4,False,False,18,894.3,49.68,5,0,
S-15394,Whitney Torres,santosaaron@example.net,South,Monthly Essentials,2024-09-30,2026-08-28,719,99.4,False,True,22,1161.38,52.79,2,0,
S-15395,Nancy Ramirez,penarichard@example.com,Northeast,Monthly Plus,2024-11-10,2026-08-27,678,48.7,False,False,20,957.2,47.86,5,0,
S-15396,Kevin Swanson,anndickson@example.net,Northeast,Monthly Plus,2025-05-22,2026-08-21,485,80.7,False,False,17,877.38,51.61,1,0,
S-15397,Christina Hall,sbanks@example.org,Midwest,Quarterly Bundle,2025-04-15,2026-09-03,522,52.1,False,False,15,742.31,49.49,3,1,
S-15398,Rhonda Norman,grantmichael@example.org,Midwest,Monthly Essentials,2024-11-05,2026-08-30,683,73.5,True,True,20,1042.65,52.13,3,2,12.0
S-15399,Cathy Barker,austinthompson@example.org,Northeast,Monthly Essentials,2026-07-11,2026-08-26,70,48.7,True,False,3,156.57,52.19,1,1,18.0
S-15400,Arthur Williams,johncollins@example.net,West,Quarterly Bundle,2026-07-05,2026-09-13,76,73.5,True,False,3,160.22,53.41,1,1,73.0
S-15401,Joseph Powell,williamcollins@example.org,South,Monthly Essentials,2025-09-20,2026-09-19,364,81.9,False,False,12,574.75,47.9,4,0,
S-15402,Jason Vazquez,alyssa10@example.com,Northeast,Monthly Essentials,2025-08-02,2026-09-16,413,78.9,False,False,11,561.31,51.03,3,2,57.0
S-15403,Danielle Davis,lherrera@example.net,South,Quarterly Bundle,2025-01-28,2026-08-26,599,42.4,False,False,20,1056.24,52.81,0,0,
S-15404,Dana Lynch,carolynfernandez@example.net,West,Monthly Plus,2025-05-16,2026-08-30,491,88.6,False,False,15,780.26,52.02,4,1,
S-15405,Teresa Cowan,tammymcguire@example.com,Midwest,Monthly Plus,2025-12-13,2026-09-11,280,100.0,False,False,7,372.24,53.18,0,0,
S-15406,Kelly Hill,john53@example.com,Midwest,Monthly Essentials,2026-08-17,2026-09-14,33,96.1,False,False,1,40.33,40.33,0,0,
S-15407,Monica Sanchez,bradjackson@example.com,West,Monthly Essentials,2025-05-16,2026-09-15,491,97.3,False,False,17,898.56,52.86,3,1,
S-15408,Jennifer Heath,petersonlauren@example.net,West,Monthly Essentials,2025-10-15,2026-08-27,339,73.9,True,False,12,630.24,52.52,3,1,56.0
S-15409,Priscilla Moore,rothpaul@example.net,South,Quarterly Bundle,2025-01-15,2026-09-12,612,64.4,False,False,20,1047.42,52.37,1,0,
S-15410,Michael Ramirez,fjohnson@example.com,West,Quarterly Bundle,2025-01-08,2026-09-06,619,32.3,False,False,21,1074.82,51.18,2,1,
S-15411,Angela Hernandez,scottsamuel@example.org,Northeast,Monthly Plus,2025-11-12,2026-08-22,311,55.7,False,False,10,510.76,51.08,0,0,
S-15412,Justin Todd,justingriffin@example.net,Midwest,Monthly Essentials,2026-01-17,2026-08-22,245,43.7,False,False,9,441.01,49.0,0,0,
S-15413,Cody Velasquez,epark@example.org,Midwest,Monthly Essentials,2026-02-24,2026-08-27,207,52.6,True,False,4,227.57,56.89,1,1,3.0
S-15414,Beverly Hayes,ajohnson@example.org,Midwest,Quarterly Bundle,2026-01-10,2026-09-15,252,70.6,True,True,6,294.29,49.05,1,1,64.0
S-15415,Marie Rivera,mccarthyrickey@example.net,Midwest,Monthly Plus,2026-06-30,2026-09-10,81,74.9,False,False,1,49.46,49.46,0,0,
S-15416,Amber Ward,scarter@example.com,Midwest,Monthly Plus,2026-02-07,2026-09-19,224,38.2,False,False,8,374.32,46.79,1,1,
S-15417,Danielle Robinson,tsullivan@example.org,West,Monthly Essentials,2026-02-14,2026-09-19,217,52.2,True,True,8,424.76,53.1,2,1,84.0
S-15418,Karen Flowers,robert18@example.com,Midwest,Monthly Essentials,2026-02-25,2026-09-09,206,72.1,False,False,7,354.36,50.62,1,0,
S-15419,Grant Chavez,xsmall@example.net,Northeast,Monthly Essentials,2026-01-04,2026-08-24,258,69.8,False,False,9,397.56,44.17,0,0,
S-15420,Leon Oconnell,robertnichols@example.net,Midwest,Monthly Essentials,2025-11-05,2026-09-10,318,72.3,True,False,11,602.01,54.73,2,1,69.0
S-15421,Kayla Wolfe,icarter@example.net,Northeast,Monthly Plus,2025-04-08,2026-09-06,529,86.6,True,False,18,997.4,55.41,2,1,41.0
S-15422,Cheryl Harvey,ijohnson@example.com,Midwest,Monthly Essentials,2025-04-06,2026-09-07,531,57.0,False,False,18,984.58,54.7,5,2,
S-15423,Aaron Bell,dcrawford@example.org,South,Monthly Essentials,2025-07-21,2026-09-04,425,73.5,False,True,12,583.03,48.59,1,0,
S-15424,John Holmes,kristine98@example.net,Northeast,Monthly Essentials,2025-01-05,2026-09-16,622,38.9,True,False,21,1085.03,51.67,2,2,12.0
S-15425,Susan Blake,estessamuel@example.com,Midwest,Monthly Essentials,2025-10-07,2026-09-17,347,70.2,False,False,10,496.55,49.66,0,0,
S-15426,Christopher Carter,maryromero@example.net,West,Monthly Plus,2026-05-08,2026-09-12,134,53.0,False,False,5,283.68,56.74,0,0,
S-15427,Elizabeth Henry,garrettsamuel@example.net,Northeast,Monthly Essentials,2026-01-26,2026-08-27,236,100.0,False,False,7,362.06,51.72,0,0,
S-15428,Kayla Bennett,michele08@example.com,Northeast,Monthly Plus,2026-02-10,2026-09-02,221,62.9,False,False,8,409.39,51.17,3,0,
S-15429,Ashley Petersen,ahardin@example.com,Midwest,Monthly Essentials,2025-03-20,2026-09-08,548,49.0,False,False,16,876.52,54.78,2,0,
S-15430,Nicole Clark,erikayoung@example.net,Northeast,Monthly Essentials,2025-02-08,2026-08-26,588,100.0,False,False,20,1022.6,51.13,3,1,
S-15431,Christopher Ruiz,brianna25@example.org,South,Monthly Plus,2025-07-03,2026-09-11,443,80.6,False,False,15,770.47,51.36,1,0,
S-15432,Todd Brooks,michael74@example.net,West,Monthly Essentials,2025-08-09,2026-09-08,406,99.4,False,False,13,662.96,51.0,1,1,68.0
S-15433,Mark Peters,jenningselizabeth@example.net,West,Monthly Essentials,2026-04-04,2026-08-21,168,53.4,True,False,6,339.59,56.6,1,1,7.0
S-15434,April Peterson,savagematthew@example.com,South,Monthly Essentials,2026-07-10,2026-08-27,71,74.0,False,False,3,176.77,58.92,0,0,
S-15435,Joseph Garrett,darrell96@example.org,Northeast,Monthly Essentials,2026-08-12,2026-09-15,38,100.0,False,False,1,65.82,65.82,0,0,
S-15436,Nicole Reilly,russellterri@example.net,Northeast,Monthly Essentials,2026-07-05,2026-08-22,76,61.6,False,False,1,50.14,50.14,0,0,
S-15437,Mary Lee,alexanderrichard@example.net,South,Monthly Plus,2025-07-23,2026-08-23,423,61.2,True,False,15,864.84,57.66,1,1,51.0
S-15438,Edgar Brooks,fpark@example.net,West,Monthly Essentials,2026-02-13,2026-09-06,218,56.7,False,False,7,362.2,51.74,2,0,
S-15439,Daniel Malone,cdelacruz@example.com,Northeast,Quarterly Bundle,2025-12-29,2026-09-09,264,47.3,False,False,9,487.82,54.2,5,2,5.0
S-15440,Ryan Cox,yfloyd@example.net,West,Quarterly Bundle,2025-11-06,2026-08-28,317,61.6,False,False,8,423.51,52.94,0,0,
S-15441,Reginald White,watsonjoe@example.net,South,Monthly Essentials,2025-01-05,2026-08-31,622,51.6,True,False,19,940.5,49.5,10,3,23.0
S-15442,Robin Collins,ychapman@example.net,West,Monthly Plus,2025-10-02,2026-09-12,352,66.6,False,False,10,528.67,52.87,3,0,
S-15443,Michael Wyatt,palmerkatherine@example.net,West,Monthly Essentials,2026-08-18,2026-09-06,32,84.5,False,False,2,112.66,56.33,0,0,
S-15444,Donna Roberts,leetina@example.com,Northeast,Monthly Essentials,2026-06-17,2026-08-29,94,29.9,True,True,2,92.85,46.42,2,1,47.0
S-15445,Debbie Garcia,kmartinez@example.org,Northeast,Monthly Essentials,2025-05-19,2026-08-26,488,68.2,True,True,17,913.66,53.74,2,2,4.0
S-15446,Lisa Cline,dianaenglish@example.org,Midwest,Monthly Essentials,2026-06-27,2026-08-22,84,51.2,False,False,1,48.07,48.07,1,1,16.0
S-15447,Lindsay Watts,jason12@example.org,Northeast,Monthly Essentials,2024-11-22,2026-08-25,666,93.6,False,False,21,1114.04,53.05,4,1,
S-15448,Denise Horn,mark79@example.net,South,Monthly Essentials,2026-05-11,2026-09-10,131,84.9,False,True,5,273.46,54.69,1,0,
S-15449,Tamara Alvarez,richard87@example.org,Midwest,Quarterly Bundle,2026-06-12,2026-09-14,99,64.0,True,False,2,108.02,54.01,1,1,89.0
S-15450,Amy Davidson,hbailey@example.org,Northeast,Monthly Essentials,2026-06-21,2026-09-06,90,40.4,False,False,3,178.41,59.47,0,0,
S-15451,Benjamin Becker,hannabrian@example.org,South,Monthly Plus,2026-03-11,2026-08-27,192,59.1,False,False,6,295.89,49.32,2,0,
S-15452,John Webb,mbarajas@example.com,Midwest,Monthly Essentials,2025-01-26,2026-09-06,601,88.6,False,False,19,1042.03,54.84,1,0,
S-15453,Mary Schneider,jenniferanderson@example.net,South,Monthly Plus,2025-06-06,2026-08-27,470,55.2,False,False,14,723.37,51.67,0,0,
S-15454,Daniel Miller,vruiz@example.com,West,Monthly Plus,2025-01-28,2026-09-07,599,61.1,True,False,19,981.92,51.68,2,1,42.0
S-15455,Bailey Anderson,matthew02@example.net,Northeast,Monthly Plus,2025-05-22,2026-08-21,485,55.9,True,False,17,858.34,50.49,3,1,78.0
S-15456,Sophia Ramirez,james82@example.com,Northeast,Monthly Essentials,2025-04-15,2026-08-28,522,31.3,True,True,17,902.95,53.11,1,1,65.0
S-15457,Jillian Duncan,youngpaul@example.com,West,Monthly Essentials,2025-04-18,2026-08-30,519,84.3,False,False,18,961.67,53.43,4,1,
S-15458,Joshua Simmons,amorrison@example.net,Midwest,Monthly Essentials,2025-06-25,2026-08-26,451,53.6,False,False,14,681.15,48.65,1,0,
S-15459,Kelly Hall,hatfieldkenneth@example.net,Midwest,Monthly Essentials,2026-06-14,2026-09-09,97,84.4,False,True,4,236.2,59.05,0,0,
S-15460,Erica Johnson,chelsea44@example.com,Midwest,Quarterly Bundle,2025-07-15,2026-09-15,431,27.3,True,False,13,667.26,51.33,5,3,1.0
S-15461,Cody Brown,michaelnelson@example.net,South,Monthly Plus,2025-04-14,2026-09-10,523,59.4,False,False,16,830.1,51.88,3,0,
S-15462,Justin Brown,johnny28@example.com,Midwest,Monthly Essentials,2025-11-08,2026-09-17,315,46.3,False,False,11,572.36,52.03,2,0,
S-15463,Anthony Stewart,wigginsjohn@example.org,South,Monthly Plus,2025-12-18,2026-08-29,275,52.8,False,True,7,340.7,48.67,0,0,
S-15464,Janet Smith,jpayne@example.org,Midwest,Monthly Essentials,2026-02-28,2026-09-17,203,97.7,False,False,4,222.7,55.68,1,0,
S-15465,Jason Herring,loweandrew@example.net,Midwest,Monthly Essentials,2026-04-22,2026-09-11,150,34.2,True,True,6,309.92,51.65,3,2,54.0
S-15466,Kimberly Castillo,macdonaldterry@example.org,West,Quarterly Bundle,2026-06-19,2026-09-18,92,45.7,False,False,1,51.65,51.65,2,0,
S-15467,Kenneth Chambers,maryburke@example.org,Midwest,Monthly Essentials,2026-07-15,2026-09-08,66,51.3,True,False,3,128.47,42.82,1,1,64.0
S-15468,Mrs. Tiffany Monroe,tholt@example.net,Midwest,Monthly Plus,2025-08-17,2026-09-01,398,55.9,False,False,13,747.12,57.47,2,0,
S-15469,Robin Davis,estrickland@example.net,Midwest,Monthly Essentials,2025-03-09,2026-09-12,559,66.0,False,False,19,980.43,51.6,2,0,
S-15470,Jason Simon,ojones@example.org,Northeast,Monthly Essentials,2025-05-21,2026-09-04,486,78.9,False,False,16,879.34,54.96,2,0,
S-15471,Jenna Moody,allensheena@example.org,Northeast,Monthly Essentials,2025-07-11,2026-08-31,435,54.3,True,False,15,786.05,52.4,6,1,66.0
S-15472,Jennifer Turner,nturner@example.com,South,Monthly Essentials,2025-10-05,2026-09-14,349,44.6,True,False,9,457.59,50.84,3,1,73.0
S-15473,Jacob Bryan,xchavez@example.com,Northeast,Quarterly Bundle,2026-03-18,2026-08-26,185,76.6,False,False,7,362.31,51.76,0,0,
S-15474,Edward Stuart,lisachurch@example.net,South,Monthly Essentials,2026-06-21,2026-09-18,90,67.9,False,True,3,137.05,45.68,0,0,
S-15475,Brian Rodriguez,djames@example.net,Northeast,Monthly Essentials,2026-03-10,2026-08-26,193,68.0,False,False,7,383.53,54.79,0,0,
S-15476,Sarah Haynes,peggyhardin@example.org,Northeast,Monthly Essentials,2025-01-21,2026-08-29,606,74.1,False,False,19,989.96,52.1,5,0,
S-15477,Sylvia Clarke,mackenziekelly@example.com,Northeast,Monthly Essentials,2026-01-31,2026-09-17,231,44.5,False,False,8,385.14,48.14,1,0,
S-15478,Dylan Kelly,mmontgomery@example.org,West,Quarterly Bundle,2024-11-26,2026-08-24,662,81.4,False,False,20,1104.89,55.24,3,1,
S-15479,Bobby Jackson,jacobfloyd@example.com,Northeast,Monthly Essentials,2024-10-21,2026-09-07,698,43.6,False,False,23,1206.46,52.45,4,0,
S-15480,Eric Herring,reillydana@example.com,South,Quarterly Bundle,2025-01-29,2026-09-02,598,50.0,False,False,20,957.68,47.88,4,0,
S-15481,Debra Solis,ahenderson@example.org,West,Monthly Essentials,2025-11-02,2026-08-26,321,87.5,False,False,8,427.04,53.38,0,0,
S-15482,Carrie Cole,lindaperez@example.com,West,Quarterly Bundle,2026-03-10,2026-09-03,193,71.1,False,False,7,367.34,52.48,1,0,
S-15483,Ryan Collins,andrewarnold@example.com,Northeast,Monthly Essentials,2025-10-08,2026-08-31,346,43.6,True,False,10,540.31,54.03,2,1,21.0
S-15484,Jo Mccarty,perrymargaret@example.net,Northeast,Monthly Plus,2025-04-26,2026-09-17,511,78.4,False,False,17,887.43,52.2,1,0,
S-15485,Stacey Randall,brian64@example.org,Midwest,Monthly Essentials,2025-10-29,2026-09-13,325,96.9,False,False,11,590.2,53.65,1,1,
S-15486,Blake Parker,qbarron@example.org,Northeast,Monthly Essentials,2026-03-29,2026-08-29,174,74.0,False,False,6,318.83,53.14,0,0,
S-15487,Isabella Taylor,cynthia65@example.net,Northeast,Monthly Essentials,2025-02-25,2026-08-25,571,54.7,False,False,20,1044.19,52.21,3,1,
S-15488,Heidi Jordan,andersondonna@example.org,Midwest,Monthly Essentials,2024-12-07,2026-08-28,651,78.5,True,False,22,1130.68,51.39,5,1,48.0
S-15489,Peter Ramirez,lgibson@example.com,South,Monthly Plus,2026-04-24,2026-09-07,148,100.0,True,True,3,148.5,49.5,1,1,49.0
S-15490,Michael Jones,janicedixon@example.net,West,Monthly Essentials,2025-05-04,2026-09-07,503,83.9,False,False,16,821.3,51.33,2,0,
S-15491,Eric Clark,tina54@example.org,Northeast,Monthly Essentials,2025-09-27,2026-09-04,357,50.1,False,True,11,591.24,53.75,1,0,
S-15492,Mike Cardenas,mariapatel@example.com,Northeast,Monthly Essentials,2024-12-29,2026-08-27,629,65.1,True,True,20,1084.05,54.2,7,1,64.0
S-15493,Maria Crawford,houstonjohn@example.net,South,Monthly Essentials,2025-04-07,2026-09-11,530,92.5,True,True,16,760.73,47.55,2,1,39.0
S-15494,Michael Pope,sanchezkathy@example.org,Midwest,Quarterly Bundle,2025-10-20,2026-09-10,334,47.7,False,False,11,540.83,49.17,1,0,
S-15495,Donald Davis,andrew82@example.net,Midwest,Monthly Plus,2025-02-13,2026-08-30,583,66.2,True,True,20,1015.59,50.78,5,1,32.0
S-15496,Peter Powers,kayla65@example.org,Midwest,Monthly Essentials,2026-03-25,2026-09-07,178,75.4,True,True,6,334.06,55.68,3,1,77.0
S-15497,James Johnson,nrodriguez@example.net,Northeast,Monthly Essentials,2026-05-10,2026-09-04,132,15.4,False,False,5,301.13,60.23,0,0,
S-15498,Kevin Robinson,pmoore@example.org,Northeast,Monthly Essentials,2025-02-19,2026-08-28,577,70.3,True,False,19,1034.76,54.46,3,2,43.0
S-15499,Ethan Nelson,jeremy94@example.com,South,Monthly Essentials,2024-11-11,2026-08-27,677,71.3,False,False,21,1116.19,53.15,4,0,
S-15500,Olivia Payne,jonathan00@example.net,South,Monthly Essentials,2026-04-15,2026-09-11,157,61.2,True,False,6,286.06,47.68,1,1,75.0
S-15501,Penny Simon MD,sarah07@example.net,Midwest,Quarterly Bundle,2024-12-18,2026-09-18,640,69.7,False,False,22,1159.59,52.71,3,0,
S-15502,Adrian Christian DDS,sweeneyjohn@example.com,Midwest,Monthly Essentials,2026-03-24,2026-08-25,179,63.5,True,False,6,305.6,50.93,2,1,3.0
S-15503,Pamela Clark,juliemoore@example.com,West,Monthly Plus,2025-02-28,2026-08-31,568,63.8,True,False,19,972.32,51.17,3,1,4.0
S-15504,Steven Maldonado,jasmine62@example.net,South,Monthly Essentials,2025-01-10,2026-08-22,617,77.7,False,False,21,1106.14,52.67,2,0,
S-15505,Jonathan Cruz,jessica78@example.net,South,Quarterly Bundle,2024-10-02,2026-09-07,717,90.4,False,False,24,1205.65,50.24,4,0,
S-15506,William Perez,carriemejia@example.org,Northeast,Monthly Plus,2024-11-15,2026-09-06,673,100.0,False,False,21,1091.86,51.99,3,1,17.0
S-15507,Kenneth Bell,kathleen87@example.net,Midwest,Monthly Plus,2026-03-15,2026-08-21,188,78.5,False,False,6,343.79,57.3,0,0,
S-15508,Rachel Moreno,sheltonariel@example.com,Midwest,Monthly Essentials,2024-11-12,2026-08-28,676,54.6,True,False,23,1178.02,51.22,4,1,46.0
S-15509,Sean Hicks,astone@example.net,South,Monthly Plus,2026-04-03,2026-09-05,169,74.1,False,False,6,307.42,51.24,1,0,
S-15510,Kristina Hart,crystal98@example.com,West,Monthly Essentials,2025-09-30,2026-09-19,354,54.7,False,False,9,490.79,54.53,2,0,
S-15511,Ricky Holt,wallkaren@example.com,West,Monthly Essentials,2025-05-26,2026-09-04,481,79.8,False,False,16,865.11,54.07,3,0,
S-15512,Brooke Flores,abowman@example.org,Northeast,Monthly Essentials,2025-04-25,2026-09-16,512,68.8,True,True,18,884.66,49.15,2,1,77.0
