emp_id,full_name,department,job_role,hire_date,term_date,monthly_income,age,gender,tenure_years,environment_satisfaction,job_involvement,job_satisfaction,relationship_satisfaction,work_life_balance
E-1494,Priya Silva,engineering,QA Analyst,2024-03-26,,5531,45,Male,2.5,medium,3,2,2,n/a
E-2026,Fatima Kowalski,Sales,Account Executive,2024/04/02,25 Sep 2026,5137,33,Male,2.48,3,3,2,3,3
E-2002,MEI Andersson,engineering,Engineering Manager,2024/05/31,N/A,6659,34,Female,2.32,3,3,2,3,3
E-1015,Rosa Santos,Human Resources,HR Partner,2024/01/20,N/A,5836,54,Female,2.68,6,3,3,3,3
E-1303,  james GARCIA ,Engineering ,Software Engineer,2014/12/29,,6712,34,Female,11.74,3,3,3,3,2
E-1544,NINA Weber,Eng.,QA Analyst,02/05/2026,,"$7,452",43,Male,0.4,3,0,3,2,3
E-1706,Okafor Chen,engineering,Data Engineer,2026-03-19,N/A,6953,53,Female,0.52,3,3,2,n/a,2
E-1726,Quinn Weber,Eng.,Data Engineer,2007-11-15,NULL,6727,36,Female,18.86,3,3,3,3,3
E-1762,AISHA Okafor,Engineering ,Support Engineer,09/08/2022,NULL,"7,288.00",44,Male,4.13,3,3,3,3,high
E-1359,Paul Haddad,Eng.,QA Analyst,2026/09/03,25/09/2026,5907,18,Female,0.06,3,3,3,3,2
E-1530,CARLOS Osei,Engineering ,QA Analyst,2026/07/18,,"$7,099",25,Male,0.19,3,2,3,3,3
E-1229,Vera Silva,engineering,Software Engineer,03/06/2024,NULL,6868,48,Female,2.31,3,3,3,2,3
E-1955,Vera Ivanov,engineering,Engineering Manager,2020-08-30,2026/09/25,5464,31,Male,6.07,3,3,2,3,2
E-1600,Mei Okafor,Eng.,Data Engineer,31/10/2025,25/09/2026,5989,33,Male,0.9,2,3,3,3,high
E-1796,Carlos Ivanov,Eng.,Support Engineer,29 Jun 2024,N/A,"6,732.00",45,Male,2.24,3,3,3,2,2
E-1971,Rosa Nair,engineering,Engineering Manager,02/05/2022,,-1,35,Female,4.4,3,3,3,high,3
E-1412,CARLOS Smith,Eng.,QA Analyst,2024/02/22,,"5,864.00",32,Female,2.59,2,medium,2,2,3
E-1884,  umar NAIR ,Eng.,Engineering Lead,1 Aug 2022,,7343,38,Male,4.15,3,high,3,3,3
E-1263,Lara Haddad,Eng.,Software Engineer,3 Apr 2018,NULL,8338,40,Male,8.48,2,2,3,3,2
E-1648,  umar NAKAMURA ,Eng.,Data Engineer,30/08/2024,N/A,6861,57,Female,2.07,3,3,2,6,3
E-1749,Maria Silva,engineering,Support Engineer,2022/06/07,25 Sep 2026,5429,20,Female,4.3,3,3,2,3,3
E-1328,MARIA Rossi,engineering,Software Engineer,19 Mar 2024,,7219,41,Male,2.52,2,n/a,high,n/a,medium
E-2384,  lara KAUR ,Sal3s,Sales Development Rep,7 Feb 2020,,6551,26,Female,6.63,2,2,3,2,3
E-2464,Umar Nair,Sal3s,Sales Manager,2026-06-04,N/A,6767,57,Female,0.31,0,3,3,3,3
E-1274,Kenji Lindgren,Engineering ,Software Engineer,1 Mar 2013,NULL,5940,37,Female,13.57,3,2,3,2,3
E-1212,  petra KIM ,Eng.,Software Engineer,2017-10-28,NULL,7945,27,Male,8.91,0,3,high,3,2
E-1316,  oscar IVANOV ,Engineering ,Software Engineer,2022/08/16,,6156,52,Male,4.11,3,2,3,3,3
E-1493,Tomas Okafor,Engineering ,QA Analyst,2022/01/05,,6914,31,Female,4.72,2,n/a,3,2,3
E-2460,Ivan O'Brien,Sales,Sales Manager,15 Nov 2025,N/A,6536,35,Female,0.86,2,high,5,n/a,3
E-1092,Mei Rossi,engineering,Software Engineer,23/05/2020,2026-09-25,6468,24,Female,6.34,3,3,3,3,n/a
E-2364,Nina Smith,sales ,Sales Development Rep,9 Aug 2022,25/09/2026,5467,48,Male,4.13,2,3,3,2,3
E-1815,Vera Ivanov,engineering,Support Engineer,06/09/2020,N/A,5772,37,Male,6.05,6,high,2,3,3
E-1717,Carlos Haddad,engineering,Data Engineer,10/04/2017,,6239,31,Male,9.46,5,3,2,3,3
E-1960,  talia HADDAD ,Engineering ,Engineering Manager,30 Mar 2026,NULL,6916,37,Male,0.49,3,3,3,3,3
E-1622,Wei Kim,engineering,Data Engineer,2024/04/02,N/A,"6,471.00",34,Male,2.48,3,3,3,3,3
E-1221,Zoe Santos,engineering,Software Engineer,2017/01/19,NULL,7232,22,Male,9.68,3,3,3,n/a,2
E-1093,  hana DIALLO ,Eng.,Software Engineer,1 Mar 2026,25 Sep 2026,6700,65,Male,0.57,3,2,3,n/a,3
E-2151,  vera SMITH ,sales ,Account Executive,2011/12/29,NULL,-1,39,Male,14.74,high,2,3,3,high
E-2305,  umar DUARTE ,Sales,Account Executive,2020-04-06,N/A,"5,404.00",47,Male,6.47,medium,3,high,2,3
E-2338,  oscar KAUR ,sales ,Account Executive,2020-09-24,N/A,6498,18,Male,6.0,3,2,3,n/a,3
E-1920,Nina Weber,engineering,Engineering Lead,18 Jun 2017,,-1,26,Female,9.27,3,3,5,3,3
E-1558,Lucas Rossi,engineering,QA Analyst,2025-11-08,NULL,6267,48,Female,0.88,3,2,6,2,6
E-1266,Sofia Chen,Eng.,Software Engineer,2012-01-20,,7027,39,Female,14.68,3,3,3,2,2
E-2228,Fatima Ivanov,Sal3s,Account Executive,25/02/2022,,6318,40,Male,4.58,3,3,3,3,3
E-1601,Aisha Diallo,engineering,Data Engineer,14/12/2025,25 Sep 2026,5164,27,Female,0.78,high,medium,2,3,2
E-1797,Tomas Nair,Eng.,Support Engineer,2017-04-06,NULL,5743,27,Male,9.47,2,n/a,3,3,3
E-2098,Umar Weber,Sal3s,Account Executive,2005-10-09,NULL,5713,26,Female,20.96,3,6,3,3,high
E-1540,Hana Lindgren,engineering,QA Analyst,2024-06-14,,6461,51,Male,2.28,2,high,2,2,3
E-2154,Anna Andersson,Sales,Account Executive,2020-07-06,N/A,5476,24,Male,6.22,2,3,2,2,3
E-1776,Zoe Novak,Engineering ,Support Engineer,25/02/2017,N/A,7370,20,Female,9.58,2,3,high,3,3
E-1904,Priya Lindgren,Eng.,Engineering Lead,12/08/2024,,"7,299.00",40,Male,2.12,3,3,3,3,2
E-2216,QUINN Duarte,Sal3s,Account Executive,21 Sep 2024,,-1,40,Male,2.01,2,3,3,2,3
E-2260,  tomas KIM ,sales ,Account Executive,26/03/2020,NULL,6152,34,Female,6.5,medium,3,3,2,2
E-1997,Sven Okafor,engineering,Engineering Manager,13 Apr 2020,N/A,"$6,864",32,Male,6.45,3,3,3,3,2
E-1488,  wei ANDERSSON ,Eng.,QA Analyst,2020/02/07,,"7,472.00",35,Male,6.63,3,3,3,2,3
E-1040,Sofia Garcia,Human Resources,HR Partner,22 Jun 2018,N/A,4329,52,Male,8.26,3,3,2,3,3
E-1313,  wei SMITH ,Engineering ,Software Engineer,2017/09/10,N/A,"7,275.00",27,Male,9.04,3,medium,3,3,2
E-1650,  lara GARCIA ,engineering,Data Engineer,2019-12-04,,"6,236.00",37,Female,6.81,3,3,medium,3,2
E-1826,Zoe Rossi,Eng.,Support Engineer,03/12/2021,NULL,-1,49,Male,4.81,3,3,2,2,3
E-1223,Sofia Haddad,Eng.,Software Engineer,2019-12-22,NULL,"$8,284",36,Male,6.76,3,3,3,3,3
E-1863,  quinn WEI ,Eng.,Support Engineer,2021-10-06,NULL,7852,36,Male,4.97,2,3,3,3,3
E-2217,Carlos Silva,sales ,Account Executive,2020/01/06,NULL,-1,43,Female,6.72,3,3,2,n/a,3
E-2452,Umar Kim,Sal3s,Sales Manager,2024-05-01,2026-09-25,5867,48,Female,2.4,3,3,3,2,3
E-2195,Julia Silva,sales ,Account Executive,27/01/2022,N/A,6672,25,Female,4.66,3,2,3,2,3
E-1397,Umar Farah,Eng.,QA Analyst,30/08/2026,25 Sep 2026,6372,30,Male,0.07,2,3,2,3,3
E-1916,ZOE Osei,engineering,Engineering Lead,08/08/2024,NULL,-1,31,Male,2.13,6,3,3,3,3
E-1059,John Smith,human resources ,HR Manager,2022/01/12,N/A,-1,49,Female,4.7,3,3,2,high,3
E-1207,PRIYA Garcia,Eng.,Software Engineer,24/10/2023,NULL,"7,936.00",56,Male,2.92,3,2,3,3,n/a
E-1671,  fatima ROSSI ,Eng.,Data Engineer,10/04/2026,N/A,7144,28,Female,0.46,3,3,3,3,2
E-1246,Okafor Santos,engineering,Software Engineer,2013-10-31,,7868,31,Male,12.9,3,3,3,3,3
E-1023,Paul Lindgren,HR,HR Partner,2019/10/17,N/A,5228,28,Male,6.94,n/a,3,2,3,3
E-1999,Miguel Diallo,engineering,Engineering Manager,2023-11-12,,"$7,322",45,Male,2.87,3,3,3,3,3
E-1281,Noah Andersson,Eng.,Software Engineer,20 Oct 2012,N/A,5876,26,Female,13.93,3,3,2,n/a,2
E-1598,Tomas Duarte,Engineering ,Data Engineer,9 Jan 2026,25 Sep 2026,6915,26,Male,0.71,3,2,3,3,3
E-1847,Emma Diallo,engineering,Support Engineer,2026-05-09,,6705,29,Male,0.38,3,3,3,3,3
E-1451,Igor Weber,Eng.,QA Analyst,2024/08/04,N/A,-1,28,Female,2.14,medium,3,2,3,2
E-2247,  omar NAIR ,sales ,Account Executive,07/12/2023,N/A,"6,353.00",40,Female,2.8,3,2,3,2,3
E-2236,Miguel Diallo,sales ,Account Executive,2021/12/18,N/A,"$6,528",43,Female,4.77,3,3,3,3,3
E-1769,Grace Andersson,Eng.,Support Engineer,2021-10-24,N/A,"8,017.00",37,Female,4.92,5,3,2,3,n/a
E-1402,Igor Andersson,engineering,QA Analyst,2026/03/04,N/A,"$7,085",19,Male,0.56,3,3,3,3,2
E-1273,  aisha KOWALSKI ,Engineering ,Software Engineer,2023/12/15,N/A,6079,42,Male,2.78,high,3,3,3,2
E-1833,  igor POPESCU ,Engineering ,Support Engineer,21 Oct 2023,,6645,26,Female,2.93,3,3,2,medium,3
E-1958,Wei Kim,Engineering ,Engineering Manager,12 Aug 2026,2026/09/25,5421,25,Female,0.12,3,3,3,3,3
E-1832,Hana Diallo,engineering,Support Engineer,2015-05-20,,6354,47,Male,11.35,3,3,3,2,5
E-1818,Noah Weber,Eng.,Support Engineer,25/06/2020,NULL,7887,59,Female,6.25,3,3,3,2,3
E-1803,Sven Ivanov,engineering,Support Engineer,2016-12-14,NULL,7005,49,Male,9.78,high,2,n/a,3,3
E-1924,James Rossi,Eng.,Engineering Lead,25 Sep 2021,N/A,6889,37,Male,5.0,high,3,2,3,3
E-1511,Tomas Nakamura,Engineering ,QA Analyst,2015-01-31,NULL,5585,28,Female,11.65,3,3,2,high,3
E-1944,MEI Okafor,engineering,Engineering Lead,2021/10/09,NULL,6652,27,Male,4.96,3,3,3,3,3
E-1860,Li Haddad,Engineering ,Support Engineer,2017-08-27,,"$8,187",48,Female,9.08,2,2,3,3,3
E-2029,AISHA Nair,sales ,Account Executive,04/08/2024,2026/09/25,6113,33,Male,2.14,2,3,3,2,n/a
E-2275,  noah NAIR ,Sal3s,Account Executive,19/08/2020,NULL,6344,34,Male,6.1,3,3,2,3,3
E-2189,Emma Okafor,Sales,Account Executive,2011/10/06,N/A,"6,918.00",65,Male,14.97,3,3,2,2,0
E-1390,David Farah,Engineering ,QA Analyst,2026/06/29,25 Sep 2026,5332,28,Male,0.24,3,2,3,2,2
E-1993,UMAR Duarte,Eng.,Engineering Manager,20 Oct 2021,,"$7,226",28,Male,4.93,2,3,3,3,3
E-2152,PETRA Wei,sales ,Account Executive,05/05/2017,,6745,42,Male,9.39,3,0,3,high,3
E-1072,  omar IVANOV ,Engineering ,Software Engineer,2026/03/19,2026-09-25,6362,49,Male,0.52,2,3,3,3,3
E-1202,NOAH Garcia,engineering,Software Engineer,2024/03/04,,6231,39,Female,2.56,3,3,3,2,3
E-2493,Yusuf Rossi,Sales,Sales Manager,2022/01/27,NULL,5434,33,Male,4.66,2,3,high,3,3
E-1035,DAVID Duarte,HR,HR Partner,29 Nov 2012,NULL,-1,38,Male,13.82,3,3,2,3,3
E-1687,  james DIALLO ,Engineering ,Data Engineer,2026-01-01,,6890,42,Female,0.73,3,3,high,6,2
E-1606,LARA Weber,Eng.,Data Engineer,2021/11/15,N/A,7528,31,Male,4.86,3,3,3,3,3
E-1751,OSCAR Chen,engineering,Support Engineer,2024-02-18,25/09/2026,-1,39,Male,2.6,3,3,3,3,3
E-2306,Vera Osei,sales ,Account Executive,15 Dec 2023,,6002,44,Female,2.78,2,3,3,3,3
E-1964,ZOE Kim,Engineering ,Engineering Manager,14/04/2026,N/A,-1,56,Female,0.45,3,3,medium,3,3
E-1312,Lucas Wei,Eng.,Software Engineer,15 Feb 2024,,-1,19,Female,2.61,3,3,3,3,3
E-1603,  nadia OSEI ,Engineering ,Data Engineer,24/10/2025,25/09/2026,"5,990.00",33,Male,0.92,3,2,2,3,3
E-2186,NINA Ivanov,Sal3s,Account Executive,2021/10/09,NULL,"$6,489",46,Male,4.96,3,2,3,2,0
E-1767,PETRA Osei,Engineering ,Support Engineer,2023-09-29,N/A,7730,43,Female,2.99,3,3,n/a,3,3
E-1037,  nina KOWALSKI ,HR,HR Partner,6 Jan 2020,N/A,4591,65,Male,6.72,2,2,3,0,high
E-2007,Julia Santos,Eng.,Engineering Manager,2021-12-29,N/A,7574,33,Male,4.74,3,2,n/a,3,3
E-2114,PRIYA Garcia,Sal3s,Account Executive,2006/06/22,NULL,6764,48,Male,20.26,6,3,2,3,3
E-2182,Fatima Okafor,sales ,Account Executive,28/04/2018,,-1,27,Female,8.41,3,2,3,3,3
E-1106,Petra Ivanov,Engineering ,Software Engineer,22 Feb 2022,,7039,23,Female,4.59,3,5,3,3,3
E-1517,  tomas NOVAK ,Eng.,QA Analyst,2017/04/10,,6934,23,Male,9.46,2,3,high,2,3
E-1462,Paul Diallo,Engineering ,QA Analyst,2022-05-31,,7382,32,Male,4.32,high,2,3,5,2
E-2094,Kenji Haddad,Sales,Account Executive,17 Apr 2020,NULL,-1,30,Male,6.44,3,3,3,3,n/a
E-1276,VERA O'Brien,Eng.,Software Engineer,2014/01/27,N/A,"6,982.00",43,Male,12.66,3,2,2,2,3
E-1827,  yusuf OSEI ,Engineering ,Support Engineer,13/01/2024,N/A,"7,087.00",47,Female,2.7,3,3,3,3,3
E-1220,KENJI Lindgren,Engineering ,Software Engineer,2017-06-14,N/A,"6,108.00",35,Female,9.28,2,2,3,3,2
E-2390,Li Popescu,sales ,Sales Development Rep,2024-01-24,,5959,59,Male,2.67,2,2,3,high,3
E-1966,  igor NOVAK ,Engineering ,Engineering Manager,2022-05-17,,6895,62,Male,4.36,2,3,high,3,3
E-1118,OKAFOR Duarte,engineering,Software Engineer,19 Mar 2008,NULL,7236,43,Male,18.52,3,3,3,2,2
E-1373,Lara Popescu,engineering,QA Analyst,12 Aug 2026,2026/09/25,6219,19,Male,0.12,n/a,5,2,2,2
E-2089,EMMA Smith,Sal3s,Account Executive,04/02/2020,,"6,392.00",38,Male,6.64,high,2,3,2,2
E-1837,Grace Lindgren,Engineering ,Support Engineer,18 Jun 2026,N/A,6920,34,Female,0.27,3,3,medium,2,3
E-1100,Julia Silva,Engineering ,Software Engineer,24/05/2022,NULL,-1,56,Male,4.34,3,3,3,3,3
E-1851,DAVID Diallo,engineering,Support Engineer,2020-03-15,N/A,"6,629.00",55,Female,6.53,3,3,3,n/a,2
E-1582,NOAH Kim,Eng.,QA Analyst,2015/01/24,,6680,31,Male,11.67,2,3,high,2,3
E-1433,Rosa Wei,Engineering ,QA Analyst,2024/04/02,N/A,6730,39,Male,2.48,3,2,high,2,2
E-1781,ROSA O'Brien,Engineering ,Support Engineer,29 Dec 2017,,6401,23,Male,8.74,n/a,3,n/a,3,3
E-1820,James Farah,engineering,Support Engineer,2019/10/03,NULL,8775,39,Male,6.98,3,3,2,2,3
E-1719,Lucas Nakamura,Engineering ,Data Engineer,2020/09/10,N/A,"$7,966",32,Female,6.04,3,2,2,high,3
E-1666,Nina Garcia,engineering,Data Engineer,2019-11-12,NULL,"7,628.00",34,Male,6.87,3,3,2,5,2
E-2183,Fatima Kaur,Sal3s,Account Executive,2022-09-07,,"$6,392",30,Female,4.05,3,2,2,3,3
E-1807,  noah NAIR ,Eng.,Support Engineer,13 May 2022,,"$7,067",33,Female,4.37,3,3,3,3,2
E-1855,  sven IVANOV ,Eng.,Support Engineer,21 Jul 2026,N/A,7368,27,Male,0.18,3,6,3,2,3
E-2091,Umar Santos,sales ,Account Executive,18 Dec 2021,NULL,6261,31,Female,4.77,3,3,3,3,3
E-1710,Nina Popescu,Eng.,Data Engineer,9 Jan 2024,N/A,"6,743.00",50,Male,2.71,3,2,3,2,2
E-1120,Wei Chen,Eng.,Software Engineer,2020-03-30,NULL,"$6,814",35,Male,6.49,0,3,3,2,2
E-1120,WEI CHEN,Eng.,Software Engineer,2020-03-30,NULL,"$6,814",35,Male,6.49,0,3,3,2,2
E-1531,James Duarte,Eng.,QA Analyst,04/02/2020,N/A,6801,52,Female,6.64,3,2,2,3,3
E-2144,QUINN Chen,Sales,Account Executive,2017/01/05,NULL,5496,52,Male,9.72,2,3,3,high,3
E-2144,QUINN CHEN,Sales,Account Executive,2017/01/05,NULL,5496,52,Male,9.72,2,3,3,high,3
E-1139,Anna Silva,engineering,Software Engineer,17 Oct 2013,N/A,-1,30,Male,12.94,3,high,3,3,2
E-1573,John Rossi,Engineering ,QA Analyst,5 Oct 2004,N/A,6369,54,Female,21.97,2,3,2,3,medium
E-2040,James Ivanov,Sal3s,Account Executive,2024/05/01,25 Sep 2026,5113,44,Female,2.4,3,n/a,3,2,3
E-2179,LARA Osei,Sales,Account Executive,23/08/2020,,5784,44,Female,6.09,3,2,3,2,3
E-1304,John Kim,Engineering ,Software Engineer,19/11/2023,N/A,7319,47,Male,2.85,2,2,3,2,n/a
E-1224,Sofia Kim,engineering,Software Engineer,4 Aug 2020,,6188,41,Male,6.14,3,3,3,3,3
E-1889,NINA Farah,engineering,Engineering Lead,2006/03/15,N/A,-1,39,Male,20.53,n/a,6,0,2,n/a
E-1379,Li Chen,Eng.,QA Analyst,9 Oct 2025,25 Sep 2026,"6,549.00",20,Female,0.96,2,3,3,3,2
E-2167,Fatima Ivanov,sales ,Account Executive,2022/08/23,N/A,"6,265.00",40,Female,4.09,2,3,2,3,3
E-1492,Miguel Popescu,Engineering ,QA Analyst,4 Dec 2019,,6022,46,Male,6.81,n/a,2,3,2,3
E-2123,JOHN Silva,Sales,Account Executive,2024/08/30,NULL,4977,30,Female,2.07,3,3,3,2,2
E-2318,Wei Silva,Sales,Account Executive,2020-05-27,NULL,"$5,933",37,Male,6.33,3,3,2,2,3
E-1396,  david KIM ,engineering,QA Analyst,2026-07-03,25 Sep 2026,6368,38,Male,0.23,3,3,2,3,n/a
E-1396,  DAVID KIM ,engineering,QA Analyst,2026-07-03,25 Sep 2026,6368,38,Male,0.23,3,3,2,3,n/a
E-2273,  nadia ANDERSSON ,Sal3s,Account Executive,2023-12-29,,"6,539.00",49,Female,2.74,2,3,2,2,2
E-1439,NADIA Nair,Engineering ,QA Analyst,2018-01-09,NULL,"$7,350",27,Male,8.71,3,3,2,3,3
E-1170,Kenji Lindgren,Engineering ,Software Engineer,2021/12/07,,"6,508.00",41,Male,4.8,3,2,3,2,3
E-1305,  noah WEI ,Engineering ,Software Engineer,12 Aug 2009,N/A,7326,58,Male,17.12,3,3,5,2,2
E-2103,Nina Popescu,Sales,Account Executive,13 Oct 2012,NULL,5394,30,Female,13.95,3,2,3,2,3
E-1425,  li ANDERSSON ,Eng.,QA Analyst,2022-01-01,,6405,64,Male,4.73,2,2,3,n/a,2
E-2093,Mei Farah,sales ,Account Executive,2020-02-22,NULL,6589,46,Female,6.59,3,3,3,3,medium
E-1215,Lara Andersson,engineering,Software Engineer,03/07/2018,,6608,27,Male,8.23,3,2,2,2,3
E-1593,Zoe Silva,Engineering ,Data Engineer,2017-12-14,25 Sep 2026,-1,57,Male,8.78,3,3,3,3,high
E-2230,EMMA Popescu,Sal3s,Account Executive,03/02/2022,NULL,5866,45,Male,4.64,3,3,medium,2,3
E-1681,Li Farah,Eng.,Data Engineer,26 Nov 2013,N/A,7302,36,Male,12.83,3,3,3,2,3
E-1142,KENJI Smith,Eng.,Software Engineer,2024-07-21,NULL,6998,59,Male,2.18,0,2,3,3,2
E-1299,LUCAS Wei,Eng.,Software Engineer,2022/06/15,,7214,54,Female,4.28,2,3,2,2,3
E-2434,John Kaur,Sal3s,Sales Development Rep,7 Nov 2016,N/A,"6,577.00",21,Male,9.88,3,medium,3,3,3
E-1564,Quinn Andersson,Eng.,QA Analyst,07/02/2026,NULL,6083,54,Female,0.63,2,3,3,2,2
E-2000,Hana Silva,Eng.,Engineering Manager,5 Aug 2022,,-1,39,Male,4.14,3,3,3,2,n/a
E-1183,Yusuf Okafor,engineering,Software Engineer,18/06/2018,N/A,"6,415.00",50,Male,8.27,3,2,3,3,3
E-1501,SVEN Garcia,Eng.,QA Analyst,2025/10/13,,"$6,818",55,Female,0.95,3,n/a,2,3,2
E-1856,ANNA Smith,Eng.,Support Engineer,14 Dec 2016,,7370,36,Female,9.78,2,3,n/a,3,3
E-1480,Julia Nair,engineering,QA Analyst,2006/04/06,N/A,"$6,854",26,Female,20.47,2,n/a,2,2,3
E-1317,  miguel O'BRIEN ,engineering,Software Engineer,2024/04/20,NULL,7537,59,Female,2.43,3,3,3,0,3
E-1317,  MIGUEL O'BRIEN ,engineering,Software Engineer,2024/04/20,NULL,7537,59,Female,2.43,3,3,3,0,3
E-2036,  sofia WEBER ,Sales,Account Executive,2025/10/02,25/09/2026,"5,340.00",45,Male,0.98,3,3,5,3,3
E-1152,Maria Garcia,Engineering ,Software Engineer,2024/02/07,,7470,37,Male,2.63,0,3,high,3,3
E-1959,Sven Novak,engineering,Engineering Manager,19 Nov 2021,2026-09-25,"6,060.00",52,Male,4.85,3,3,3,3,3
E-1067,VERA Garcia,Eng.,Software Engineer,2026-07-07,25 Sep 2026,6008,25,Female,0.22,high,3,2,3,3
E-1705,  okafor ANDERSSON ,Eng.,Data Engineer,28/10/2011,NULL,7127,62,Female,14.91,3,3,3,3,3
E-1164,Rosa Smith,engineering,Software Engineer,9 Aug 2018,,"$6,811",45,Female,8.13,3,2,3,3,3
E-1535,Noah Wei,Engineering ,QA Analyst,01/01/2018,NULL,"7,751.00",24,Male,8.73,3,high,3,2,2
E-1080,UMAR Santos,Eng.,Software Engineer,2023-12-11,25 Sep 2026,5515,38,Female,2.79,3,high,3,2,2
E-1629,  hana POPESCU ,Eng.,Data Engineer,03/02/2022,,6663,58,Female,4.64,3,2,3,medium,3
E-1602,Petra Okafor,Eng.,Data Engineer,07/12/2016,2026-09-25,6460,29,Male,9.8,3,3,3,3,3
E-2015,Mei Ivanov,engineering,Engineering Manager,26/02/2020,NULL,7172,24,Female,6.58,3,6,2,3,3
E-2405,Petra Duarte,sales ,Sales Development Rep,2024/03/30,,5995,35,Male,2.49,3,2,3,3,3
E-1609,Oscar Novak,engineering,Data Engineer,07/07/2018,NULL,6831,49,Male,8.22,3,3,2,3,2
E-1185,Grace Kaur,Eng.,Software Engineer,2024/03/08,NULL,-1,22,Male,2.55,3,3,3,2,3
E-1157,HANA O'Brien,engineering,Software Engineer,21/10/2019,N/A,6758,25,Male,6.93,3,3,high,3,3
E-2456,  emma KIM ,Sales,Sales Manager,2014-02-14,,5255,29,Female,12.61,3,6,3,3,6
E-1779,Paul Haddad,Eng.,Support Engineer,2026/04/25,NULL,6651,47,Male,0.42,3,3,2,2,2
E-2376,Mei Andersson,Sales,Sales Development Rep,05/08/2017,2026/09/25,"$5,383",34,Female,9.14,3,2,3,2,3
E-1022,JULIA Ivanov,HR,HR Partner,28 Oct 2025,,5056,54,Female,0.91,2,3,3,3,3
E-1723,NINA Kowalski,Engineering ,Data Engineer,14/04/2026,N/A,"7,029.00",29,Male,0.45,2,5,3,2,3
E-1513,  priya FARAH ,Engineering ,QA Analyst,2017/10/09,,7544,27,Female,8.96,2,3,3,2,3
E-2211,Ivan Chen,Sal3s,Account Executive,28 Apr 2024,N/A,"$6,702",21,Female,2.41,n/a,3,3,3,3
E-1369,Emma O'Brien,engineering,QA Analyst,16/08/2026,25 Sep 2026,5266,31,Female,0.11,3,3,3,2,3
E-2285,MIGUEL Garcia,sales ,Account Executive,2022/02/11,,6109,35,Male,4.62,2,3,high,n/a,3
E-1952,Fatima Popescu,engineering,Engineering Lead,7 Jun 2022,NULL,7577,39,Male,4.3,2,3,3,3,2
E-2450,  wei CHEN ,Sal3s,Sales Manager,2025-10-06,25 Sep 2026,"$5,764",26,Male,0.97,3,3,2,3,3
E-2411,Lucas Kim,sales ,Sales Development Rep,2019-11-01,,5820,34,Male,6.9,3,3,2,2,3
E-1169,MIGUEL Popescu,Eng.,Software Engineer,2017-05-09,N/A,7081,36,Male,9.38,3,3,3,3,3
E-1588,IGOR Nakamura,Engineering ,QA Analyst,04/03/2022,N/A,7122,24,Male,4.56,2,3,3,3,3
E-1679,Paul Garcia,Engineering ,Data Engineer,2024/08/23,,"7,192.00",56,Male,2.09,3,3,2,3,3
E-2226,Lucas Wei,Sal3s,Account Executive,2021/10/24,N/A,6594,27,Female,4.92,3,3,3,2,3
E-1225,James Wei,engineering,Software Engineer,2022-08-27,,-1,56,Male,4.08,3,3,3,6,3
E-1518,  rosa IVANOV ,Eng.,QA Analyst,21/12/2021,NULL,7270,33,Male,4.76,2,2,3,2,3
E-1672,  miguel SANTOS ,engineering,Data Engineer,2022/01/23,,6662,37,Female,4.67,3,2,2,3,3
E-1154,  wei NOVAK ,engineering,Software Engineer,2022-08-19,,7189,55,Female,4.1,2,2,3,3,3
E-1050,Sofia O'Brien,human resources ,HR Manager,26 Jun 2018,,-1,36,Female,8.25,3,3,3,3,high
E-2158,Miguel O'Brien,sales ,Account Executive,2024-05-23,N/A,"6,228.00",40,Female,2.34,2,3,3,2,3
E-1594,Carlos Novak,Eng.,Data Engineer,2024/08/19,25/09/2026,6904,31,Female,2.1,3,3,2,3,6
E-2350,Kenji Garcia,Sal3s,Sales Development Rep,2026/05/17,2026-09-25,5627,38,Male,0.36,3,3,n/a,0,3
E-2059,Li Kaur,sales ,Account Executive,21 Dec 2025,25/09/2026,5655,18,Female,0.76,2,3,3,2,3
E-1560,Miguel Weber,Eng.,QA Analyst,28/04/2020,NULL,"$7,967",38,Male,6.41,2,2,medium,2,3
E-1324,Talia Andersson,engineering,Software Engineer,14 Oct 2019,N/A,"6,441.00",56,Male,6.95,3,3,3,3,0
E-1835,Noah Wei,Eng.,Support Engineer,12 Mar 2022,NULL,7115,19,Female,4.54,3,3,3,3,3
E-1230,  umar GARCIA ,Engineering ,Software Engineer,26 Nov 2019,N/A,6335,36,Male,6.83,3,3,3,n/a,n/a
E-2066,Petra Garcia,sales ,Account Executive,2024-08-12,25 Sep 2026,5308,34,Male,2.12,3,2,3,3,3
E-1284,IGOR Haddad,Eng.,Software Engineer,2019/10/10,NULL,6889,34,Female,6.96,3,3,3,3,3
E-1478,Lara Andersson,Eng.,QA Analyst,19/03/2024,,-1,33,Male,2.52,3,n/a,3,3,2
E-1991,GRACE Chen,engineering,Engineering Manager,10 Apr 2018,N/A,"$7,302",42,Female,8.46,3,3,n/a,3,3
E-1537,  quinn GARCIA ,Engineering ,QA Analyst,07/12/2023,N/A,7574,24,Female,2.8,2,n/a,3,3,3
E-1016,MIGUEL Farah,HR,HR Partner,29 Dec 2025,N/A,-1,48,Female,0.74,2,3,2,3,3
E-1162,IVAN Farah,Engineering ,Software Engineer,2024/01/16,N/A,"$6,816",36,Male,2.69,3,3,high,3,3
E-2125,MARIA Kaur,Sal3s,Account Executive,31/01/2018,,5991,52,Female,8.65,2,3,2,3,3
